Origin,Destination,Distance,Origin_Lat,Origin_Long,Origin_State,Dest_Lat,Dest_Long,Dest_State,Ratings,Ideal_duration,Name,Type,Best Time to visit
Agra,Delhi,240,27.187935,78.003944,Uttar Pradesh,28.651952,77.231495,Delhi,4.1,03-May,India Gate,War Memorial,Evening
Agra,Delhi,240,27.187935,78.003944,Uttar Pradesh,28.651952,77.231495,Delhi,4.1,03-May,Humayun's Tomb,Tomb,Afternoon
Agra,Delhi,240,27.187935,78.003944,Uttar Pradesh,28.651952,77.231495,Delhi,4.1,03-May,Akshardham Temple,Temple,Afternoon
Agra,Delhi,240,27.187935,78.003944,Uttar Pradesh,28.651952,77.231495,Delhi,4.1,03-May,Waste to Wonder Park,Theme Park,Evening
Agra,Delhi,240,27.187935,78.003944,Uttar Pradesh,28.651952,77.231495,Delhi,4.1,03-May,Jantar Mantar,Observatory,Morning
Agra,Delhi,240,27.187935,78.003944,Uttar Pradesh,28.651952,77.231495,Delhi,4.1,03-May,Chandni Chowk,Market,Afternoon
Agra,Delhi,240,27.187935,78.003944,Uttar Pradesh,28.651952,77.231495,Delhi,4.1,03-May,Lotus Temple,Temple,Evening
Agra,Delhi,240,27.187935,78.003944,Uttar Pradesh,28.651952,77.231495,Delhi,4.1,03-May,Red Fort,Fort,Afternoon
Agra,Delhi,240,27.187935,78.003944,Uttar Pradesh,28.651952,77.231495,Delhi,4.1,03-May,Agrasen ki Baoli,Stepwell,Afternoon
Agra,Delhi,240,27.187935,78.003944,Uttar Pradesh,28.651952,77.231495,Delhi,4.1,03-May,Sunder Nursery,Park,Afternoon
Agra,Delhi,240,27.187935,78.003944,Uttar Pradesh,28.651952,77.231495,Delhi,4.1,03-May,Garden of Five Senses,Park,Morning
Agra,Delhi,240,27.187935,78.003944,Uttar Pradesh,28.651952,77.231495,Delhi,4.1,03-May,Lodhi Garden,Park,All
Agra,Delhi,240,27.187935,78.003944,Uttar Pradesh,28.651952,77.231495,Delhi,4.1,03-May,National Gallery of Modern Art,Museum,All
Agra,Delhi,240,27.187935,78.003944,Uttar Pradesh,28.651952,77.231495,Delhi,4.1,03-May,National Zoological Park ,Zoo,All
Agra,Delhi,240,27.187935,78.003944,Uttar Pradesh,28.651952,77.231495,Delhi,4.1,03-May,Qutub Minar,Monument,Afternoon
Agra,Delhi,240,27.187935,78.003944,Uttar Pradesh,28.651952,77.231495,Delhi,4.1,03-May,National Science Centre,Science,All
Agra,Lucknow,334,27.187935,78.003944,Uttar Pradesh,26.839281,80.923133,Uttar Pradesh,4.2,01-Feb,Bara Imambara,Monument,All
Agra,Lucknow,334,27.187935,78.003944,Uttar Pradesh,26.839281,80.923133,Uttar Pradesh,4.2,01-Feb,Phoenix Palassio,Mall,All
Agra,Kanpur,277,27.187935,78.003944,Uttar Pradesh,26.449923,80.331874,Uttar Pradesh,4.2,,Allen Forest Zoo,Zoo,All
Ahmedabad,Mumbai,526,23.025793,72.587265,Gujarat,18.987807,72.836447,Maharashtra,4.2,03-May,Marine Drive,Promenade,Evening
Ahmedabad,Mumbai,526,23.025793,72.587265,Gujarat,18.987807,72.836447,Maharashtra,4.2,03-May,Gateway of India,Monument,All
Ahmedabad,Mumbai,526,23.025793,72.587265,Gujarat,18.987807,72.836447,Maharashtra,4.2,03-May,Chhatrapati Shivaji Maharaj Vastu Sangrahalaya,Museum,All
Ahmedabad,Mumbai,526,23.025793,72.587265,Gujarat,18.987807,72.836447,Maharashtra,4.2,03-May,Sanjay Gandhi National Park,National Park,All
Ahmedabad,Mumbai,526,23.025793,72.587265,Gujarat,18.987807,72.836447,Maharashtra,4.2,03-May,Siddhivinayak Temple,Temple,All
Ahmedabad,Mumbai,526,23.025793,72.587265,Gujarat,18.987807,72.836447,Maharashtra,4.2,03-May,Mahalaxmi Temple,Temple,All
Ahmedabad,Mumbai,526,23.025793,72.587265,Gujarat,18.987807,72.836447,Maharashtra,4.2,03-May,Haji Ali Dargah,Religious Shrine,All
Ahmedabad,Mumbai,526,23.025793,72.587265,Gujarat,18.987807,72.836447,Maharashtra,4.2,03-May,Chowpatty Beach,Beach,Evening
Ahmedabad,Mumbai,526,23.025793,72.587265,Gujarat,18.987807,72.836447,Maharashtra,4.2,03-May,Essel World,Amusement Park,All
Ahmedabad,Mumbai,526,23.025793,72.587265,Gujarat,18.987807,72.836447,Maharashtra,4.2,03-May,Elephanta Caves,Monument,All 
Ahmedabad,Pune,663,23.025793,72.587265,Gujarat,18.513271,73.849852,Maharashtra,4.1,01-Mar,Shaniwar Wada,Fort,All
Ahmedabad,Jaipur,660,23.025793,72.587265,Gujarat,26.913312,75.787872,Rajasthan,4.4,02-Mar,Hawa Mahal,Palace,Morning
Ahmedabad,Jaipur,660,23.025793,72.587265,Gujarat,26.913312,75.787872,Rajasthan,4.4,02-Mar,Amber Fort,Fort,All
Ahmedabad,Jaipur,660,23.025793,72.587265,Gujarat,26.913312,75.787872,Rajasthan,4.4,02-Mar,Jaigarh Fort,Fort,All
Ahmedabad,Jaipur,660,23.025793,72.587265,Gujarat,26.913312,75.787872,Rajasthan,4.4,02-Mar,City Palace,Palace,Morning
Ahmedabad,Jaipur,660,23.025793,72.587265,Gujarat,26.913312,75.787872,Rajasthan,4.4,02-Mar,Albert Hall Museum,Museum,All
Ahmedabad,Udaipur,258,23.025793,72.587265,Gujarat,24.57951,73.690508,Rajasthan,4.3,02-Mar,City Palace,Palace,All
Ahmedabad,Udaipur,258,23.025793,72.587265,Gujarat,24.57951,73.690508,Rajasthan,4.3,02-Mar,Lake Pichola,Lake,All
Bengaluru,Pune,839,12.977063,77.587106,Karnataka,18.513271,73.849852,Maharashtra,4.1,01-Mar,Shaniwar Wada,Fort,All
Bengaluru,Hyderabad,576,12.977063,77.587106,Karnataka,17.384052,78.456355,Telangana,4.1,02-Apr,Charminar,Landmark,Morning
Bengaluru,Hyderabad,576,12.977063,77.587106,Karnataka,17.384052,78.456355,Telangana,4.1,02-Apr,Golconda Fort,Fort,Morning
Bengaluru,Hyderabad,576,12.977063,77.587106,Karnataka,17.384052,78.456355,Telangana,4.1,02-Apr,Hussain Sagar Lake,Lake,Evening
Bengaluru,Hyderabad,576,12.977063,77.587106,Karnataka,17.384052,78.456355,Telangana,4.1,02-Apr,Ramoji Film City,Film Studio,All
Bengaluru,Hyderabad,576,12.977063,77.587106,Karnataka,17.384052,78.456355,Telangana,4.1,02-Apr,Salar Jung Museum,Museum,All
Bengaluru,Hyderabad,576,12.977063,77.587106,Karnataka,17.384052,78.456355,Telangana,4.1,02-Apr,Qutb Shahi Tombs,Tombs,Morning
Bengaluru,Hyderabad,576,12.977063,77.587106,Karnataka,17.384052,78.456355,Telangana,4.1,02-Apr,Birla Mandir,Temple,All
Bengaluru,Hyderabad,576,12.977063,77.587106,Karnataka,17.384052,78.456355,Telangana,4.1,02-Apr,Chowmahalla Palace,Palace,Morning
Bengaluru,Hyderabad,576,12.977063,77.587106,Karnataka,17.384052,78.456355,Telangana,4.1,02-Apr,Nehru Zoological Park,Zoo,Morning
Bengaluru,Hyderabad,576,12.977063,77.587106,Karnataka,17.384052,78.456355,Telangana,4.1,02-Apr,Lumbini Park,Park,Evening
Bengaluru,Hyderabad,576,12.977063,77.587106,Karnataka,17.384052,78.456355,Telangana,4.1,02-Apr,Inorbit Mall Cyberabad,Mall,All
Bengaluru,Chennai,346,12.977063,77.587106,Karnataka,13.084622,80.248357,Tamil Nadu ,3.9,02-Mar,Marina Beach,Beach,Morning
Bengaluru,Goa,562,12.977063,77.587106,Karnataka,15.299326,74.123996,Goa,4.5,03-Jul,Calangute Beach,Beach,Evening
Bengaluru,Goa,562,12.977063,77.587106,Karnataka,15.299326,74.123996,Goa,4.5,03-Jul,Basilica of Bom Jesus,Church,Afternoon
Bengaluru,Goa,562,12.977063,77.587106,Karnataka,15.299326,74.123996,Goa,4.5,03-Jul,Fort Aguada,Fort,Morning
Bengaluru,Goa,562,12.977063,77.587106,Karnataka,15.299326,74.123996,Goa,4.5,03-Jul,Dudhsagar Falls,Waterfall,Afternoon
Bengaluru,Goa,562,12.977063,77.587106,Karnataka,15.299326,74.123996,Goa,4.5,03-Jul,Anjuna Beach,Beach,Evening
Bengaluru,Goa,562,12.977063,77.587106,Karnataka,15.299326,74.123996,Goa,4.5,03-Jul,Chapora Fort,Fort,Evening
Bengaluru,Goa,562,12.977063,77.587106,Karnataka,15.299326,74.123996,Goa,4.5,03-Jul,Se Cathedral,Church,Afternoon
Bengaluru,Goa,562,12.977063,77.587106,Karnataka,15.299326,74.123996,Goa,4.5,03-Jul,Baga Beach,Beach,Evening
Bengaluru,Goa,562,12.977063,77.587106,Karnataka,15.299326,74.123996,Goa,4.5,03-Jul,Arambol Beach,Beach,Evening
Bengaluru,Goa,562,12.977063,77.587106,Karnataka,15.299326,74.123996,Goa,4.5,03-Jul,Palolem Beach,Beach,Evening
Bengaluru,Goa,562,12.977063,77.587106,Karnataka,15.299326,74.123996,Goa,4.5,03-Jul,Colva Beach,Beach,Evening
Bengaluru,Goa,562,12.977063,77.587106,Karnataka,15.299326,74.123996,Goa,4.5,03-Jul,Miramar Beach,Beach,Evening
Bengaluru,Goa,562,12.977063,77.587106,Karnataka,15.299326,74.123996,Goa,4.5,03-Jul,Aguada Beach,Beach,Evening
Bengaluru,Goa,562,12.977063,77.587106,Karnataka,15.299326,74.123996,Goa,4.5,03-Jul,Dr. Salim Ali Bird Santuary,Bird Sanctuary,Afternoon
Bhubaneswar,Kolkata,442, 20.296060,85.82454,Odisha,22.562627,88.363044,West Bengal,4.3,02-Apr,Victoria Memorial,Museum,Morning
Bhubaneswar,Kolkata,442, 20.296061,85.82454,Odisha,22.562627,88.363044,West Bengal,4.3,02-Apr,Howrah Bridge,Bridge,Anytime
Bhubaneswar,Kolkata,442, 20.296062,85.82454,Odisha,22.562627,88.363044,West Bengal,4.3,02-Apr,Indian Museum,Museum,Morning
Bhubaneswar,Kolkata,442, 20.296063,85.82454,Odisha,22.562627,88.363044,West Bengal,4.3,02-Apr,Dakshineswar Kali Temple,Temple,Morning
Bhubaneswar,Kolkata,442, 20.296064,85.82454,Odisha,22.562627,88.363044,West Bengal,4.3,02-Apr,Kalighat Kali Temple,Temple,Morning
Bhubaneswar,Kolkata,442, 20.296065,85.82454,Odisha,22.562627,88.363044,West Bengal,4.3,02-Apr,Eden Gardens,Cricket Ground,All
Bhubaneswar,Kolkata,442, 20.296066,85.82454,Odisha,22.562627,88.363044,West Bengal,4.3,02-Apr,Alipore Zoological Gardens,Zoo,Afternoon
Bhubaneswar,Kolkata,442, 20.296067,85.82454,Odisha,22.562627,88.363044,West Bengal,4.3,02-Apr,Science City Kolkata,Science,All
Bhubaneswar,Kolkata,442, 20.296068,85.82454,Odisha,22.562627,88.363044,West Bengal,4.3,02-Apr,Belur Math,Site,Morning
Bhubaneswar,Kolkata,442, 20.296069,85.82454,Odisha,22.562627,88.363044,West Bengal,4.3,02-Apr,Marble Palace,Palace,Afternoon
Bhubaneswar,Vishakhapatnam,444, 20.296070,85.82454,Odisha,17.704052,83.297663,Andhra Pradesh,4.2,,,,
Bhubaneswar,Patna,831, 20.296071,85.82454,Odisha,25.615379,85.101027,Bihar,4.2,,Sanjay Gandhi Biological Park,Zoo,All
Bhubaneswar,Patna,831, 20.296072,85.82454,Odisha,25.615379,85.101027,Bihar,4.2,,Takhat Shri Harimandir Ji Patna Sahib,Gurudwara,All
Bhubaneswar,Patna,831, 20.296073,85.82454,Odisha,25.615379,85.101027,Bihar,4.2,,Budhha Smriti Park,Park,All
Chennai,Hyderabad,626,13.084622,80.248357,Tamil Nadu ,17.384052,78.456355,Telangana,4.1,02-Apr,Charminar,Landmark,Morning
Chennai,Hyderabad,626,13.084622,80.248357,Tamil Nadu ,17.384052,78.456355,Telangana,4.1,02-Apr,Golconda Fort,Fort,Morning
Chennai,Hyderabad,626,13.084622,80.248357,Tamil Nadu ,17.384052,78.456355,Telangana,4.1,02-Apr,Hussain Sagar Lake,Lake,Evening
Chennai,Hyderabad,626,13.084622,80.248357,Tamil Nadu ,17.384052,78.456355,Telangana,4.1,02-Apr,Ramoji Film City,Film Studio,All
Chennai,Hyderabad,626,13.084622,80.248357,Tamil Nadu ,17.384052,78.456355,Telangana,4.1,02-Apr,Salar Jung Museum,Museum,All
Chennai,Hyderabad,626,13.084622,80.248357,Tamil Nadu ,17.384052,78.456355,Telangana,4.1,02-Apr,Qutb Shahi Tombs,Tombs,Morning
Chennai,Hyderabad,626,13.084622,80.248357,Tamil Nadu ,17.384052,78.456355,Telangana,4.1,02-Apr,Birla Mandir,Temple,All
Chennai,Hyderabad,626,13.084622,80.248357,Tamil Nadu ,17.384052,78.456355,Telangana,4.1,02-Apr,Chowmahalla Palace,Palace,Morning
Chennai,Hyderabad,626,13.084622,80.248357,Tamil Nadu ,17.384052,78.456355,Telangana,4.1,02-Apr,Nehru Zoological Park,Zoo,Morning
Chennai,Hyderabad,626,13.084622,80.248357,Tamil Nadu ,17.384052,78.456355,Telangana,4.1,02-Apr,Lumbini Park,Park,Evening
Chennai,Hyderabad,626,13.084622,80.248357,Tamil Nadu ,17.384052,78.456355,Telangana,4.1,02-Apr,Inorbit Mall Cyberabad,Mall,All
Chennai,Bengaluru,345,13.084622,80.248357,Tamil Nadu ,12.977063,77.587106,Karnataka,4.2,,Wonderla Amusement Park,Amusement Park,All
Chennai,Bengaluru,345,13.084622,80.248357,Tamil Nadu ,12.977063,77.587106,Karnataka,4.2,,Orion Mall,Mall,All
Chennai,Kochi,690,13.084622,80.248357,Tamil Nadu ,9.947743,76.253802,Kerala,4.2,01-Feb,Fort Kochi,Site,All
Chennai,Kochi,690,13.084622,80.248357,Tamil Nadu ,9.947743,76.253802,Kerala,4.2,01-Feb,Kerala Folklore Museum,Cultural,All
Chennai,Kochi,690,13.084622,80.248357,Tamil Nadu ,9.947743,76.253802,Kerala,4.2,01-Feb,Wonderla Amusement Park,Amusement Park,All
Chennai,Kochi,690,13.084622,80.248357,Tamil Nadu ,9.947743,76.253802,Kerala,4.2,01-Feb,LuLu International Shopping Mall,Mall,All
Chennai,Mumbai,1335,13.084622,80.248357,Tamil Nadu ,18.987807,72.836447,Maharashtra,4.2,03-May,Marine Drive,Promenade,Evening
Chennai,Mumbai,1335,13.084622,80.248357,Tamil Nadu ,18.987807,72.836447,Maharashtra,4.2,03-May,Gateway of India,Monument,All
Chennai,Mumbai,1335,13.084622,80.248357,Tamil Nadu ,18.987807,72.836447,Maharashtra,4.2,03-May,Chhatrapati Shivaji Maharaj Vastu Sangrahalaya,Museum,All
Chennai,Mumbai,1335,13.084622,80.248357,Tamil Nadu ,18.987807,72.836447,Maharashtra,4.2,03-May,Sanjay Gandhi National Park,National Park,All
Chennai,Mumbai,1335,13.084622,80.248357,Tamil Nadu ,18.987807,72.836447,Maharashtra,4.2,03-May,Siddhivinayak Temple,Temple,All
Chennai,Mumbai,1335,13.084622,80.248357,Tamil Nadu ,18.987807,72.836447,Maharashtra,4.2,03-May,Mahalaxmi Temple,Temple,All
Chennai,Mumbai,1335,13.084622,80.248357,Tamil Nadu ,18.987807,72.836447,Maharashtra,4.2,03-May,Haji Ali Dargah,Religious Shrine,All
Chennai,Mumbai,1335,13.084622,80.248357,Tamil Nadu ,18.987807,72.836447,Maharashtra,4.2,03-May,Chowpatty Beach,Beach,Evening
Chennai,Mumbai,1335,13.084622,80.248357,Tamil Nadu ,18.987807,72.836447,Maharashtra,4.2,03-May,Essel World,Amusement Park,All
Chennai,Mumbai,1335,13.084622,80.248357,Tamil Nadu ,18.987807,72.836447,Maharashtra,4.2,03-May,Elephanta Caves,Monument,All 
Chennai,Kolkata,1666,13.084622,80.248357,Tamil Nadu ,22.562627,88.363044,West Bengal,4.3,02-Apr,Victoria Memorial,Museum,Morning
Chennai,Kolkata,1666,13.084622,80.248357,Tamil Nadu ,22.562627,88.363044,West Bengal,4.3,02-Apr,Howrah Bridge,Bridge,Anytime
Chennai,Kolkata,1666,13.084622,80.248357,Tamil Nadu ,22.562627,88.363044,West Bengal,4.3,02-Apr,Indian Museum,Museum,Morning
Chennai,Kolkata,1666,13.084622,80.248357,Tamil Nadu ,22.562627,88.363044,West Bengal,4.3,02-Apr,Dakshineswar Kali Temple,Temple,Morning
Chennai,Kolkata,1666,13.084622,80.248357,Tamil Nadu ,22.562627,88.363044,West Bengal,4.3,02-Apr,Kalighat Kali Temple,Temple,Morning
Chennai,Kolkata,1666,13.084622,80.248357,Tamil Nadu ,22.562627,88.363044,West Bengal,4.3,02-Apr,Eden Gardens,Cricket Ground,All
Chennai,Kolkata,1666,13.084622,80.248357,Tamil Nadu ,22.562627,88.363044,West Bengal,4.3,02-Apr,Alipore Zoological Gardens,Zoo,Afternoon
Chennai,Kolkata,1666,13.084622,80.248357,Tamil Nadu ,22.562627,88.363044,West Bengal,4.3,02-Apr,Science City Kolkata,Science,All
Chennai,Kolkata,1666,13.084622,80.248357,Tamil Nadu ,22.562627,88.363044,West Bengal,4.3,02-Apr,Belur Math,Site,Morning
Chennai,Kolkata,1666,13.084622,80.248357,Tamil Nadu ,22.562627,88.363044,West Bengal,4.3,02-Apr,Marble Palace,Palace,Afternoon
Delhi,Jaipur,307,28.651952,77.231495,Delhi,26.913312,75.787872,Rajasthan,4.4,02-Mar,Hawa Mahal,Palace,Morning
Delhi,Jaipur,307,28.651952,77.231495,Delhi,26.913312,75.787872,Rajasthan,4.4,02-Mar,Amber Fort,Fort,All
Delhi,Jaipur,307,28.651952,77.231495,Delhi,26.913312,75.787872,Rajasthan,4.4,02-Mar,Jaigarh Fort,Fort,All
Delhi,Jaipur,307,28.651952,77.231495,Delhi,26.913312,75.787872,Rajasthan,4.4,02-Mar,City Palace,Palace,Morning
Delhi,Jaipur,307,28.651952,77.231495,Delhi,26.913312,75.787872,Rajasthan,4.4,02-Mar,Albert Hall Museum,Museum,All
Delhi,Agra,243,28.651952,77.231495,Delhi,27.187935,78.003944,Uttar Pradesh,4.2,01-Feb,Taj Mahal,Mausoleum,Morning
Delhi,Agra,243,28.651952,77.231495,Delhi,27.187935,78.003944,Uttar Pradesh,4.2,01-Feb,Agra Fort,Fort,Afternoon
Delhi,Lucknow,548,28.651952,77.231495,Delhi,26.839281,80.923133,Uttar Pradesh,4.2,01-Feb,Bara Imambara,Monument,All
Delhi,Lucknow,548,28.651952,77.231495,Delhi,26.839281,80.923133,Uttar Pradesh,4.2,01-Feb,Phoenix Palassio,Mall,All
Delhi,Chennai,2208,28.651952,77.231495,Delhi,13.084622,80.248357,Tamil Nadu ,3.9,02-Mar,Marina Beach,Beach,Morning
Delhi,Bengaluru,2174,28.651952,77.231495,Delhi,12.977063,77.587106,Karnataka,4.2,,Wonderla Amusement Park,Amusement Park,All
Delhi,Bengaluru,2174,28.651952,77.231495,Delhi,12.977063,77.587106,Karnataka,4.2,,Orion Mall,Mall,All
Delhi,Mumbai,1452,28.651952,77.231495,Delhi,18.987807,72.836447,Maharashtra,4.2,03-May,Marine Drive,Promenade,Evening
Delhi,Mumbai,1452,28.651952,77.231495,Delhi,18.987807,72.836447,Maharashtra,4.2,03-May,Gateway of India,Monument,All
Delhi,Mumbai,1452,28.651952,77.231495,Delhi,18.987807,72.836447,Maharashtra,4.2,03-May,Chhatrapati Shivaji Maharaj Vastu Sangrahalaya,Museum,All
Delhi,Mumbai,1452,28.651952,77.231495,Delhi,18.987807,72.836447,Maharashtra,4.2,03-May,Sanjay Gandhi National Park,National Park,All
Delhi,Mumbai,1452,28.651952,77.231495,Delhi,18.987807,72.836447,Maharashtra,4.2,03-May,Siddhivinayak Temple,Temple,All
Delhi,Mumbai,1452,28.651952,77.231495,Delhi,18.987807,72.836447,Maharashtra,4.2,03-May,Mahalaxmi Temple,Temple,All
Delhi,Mumbai,1452,28.651952,77.231495,Delhi,18.987807,72.836447,Maharashtra,4.2,03-May,Haji Ali Dargah,Religious Shrine,All
Delhi,Mumbai,1452,28.651952,77.231495,Delhi,18.987807,72.836447,Maharashtra,4.2,03-May,Chowpatty Beach,Beach,Evening
Delhi,Mumbai,1452,28.651952,77.231495,Delhi,18.987807,72.836447,Maharashtra,4.2,03-May,Essel World,Amusement Park,All
Delhi,Mumbai,1452,28.651952,77.231495,Delhi,18.987807,72.836447,Maharashtra,4.2,03-May,Elephanta Caves,Monument,All 
Delhi,Hyderabad,1582,28.651952,77.231495,Delhi,17.384052,78.456355,Telangana,4.1,02-Apr,Charminar,Landmark,Morning
Delhi,Hyderabad,1582,28.651952,77.231495,Delhi,17.384052,78.456355,Telangana,4.1,02-Apr,Golconda Fort,Fort,Morning
Delhi,Hyderabad,1582,28.651952,77.231495,Delhi,17.384052,78.456355,Telangana,4.1,02-Apr,Hussain Sagar Lake,Lake,Evening
Delhi,Hyderabad,1582,28.651952,77.231495,Delhi,17.384052,78.456355,Telangana,4.1,02-Apr,Ramoji Film City,Film Studio,All
Delhi,Hyderabad,1582,28.651952,77.231495,Delhi,17.384052,78.456355,Telangana,4.1,02-Apr,Salar Jung Museum,Museum,All
Delhi,Hyderabad,1582,28.651952,77.231495,Delhi,17.384052,78.456355,Telangana,4.1,02-Apr,Qutb Shahi Tombs,Tombs,Morning
Delhi,Hyderabad,1582,28.651952,77.231495,Delhi,17.384052,78.456355,Telangana,4.1,02-Apr,Birla Mandir,Temple,All
Delhi,Hyderabad,1582,28.651952,77.231495,Delhi,17.384052,78.456355,Telangana,4.1,02-Apr,Chowmahalla Palace,Palace,Morning
Delhi,Hyderabad,1582,28.651952,77.231495,Delhi,17.384052,78.456355,Telangana,4.1,02-Apr,Nehru Zoological Park,Zoo,Morning
Delhi,Hyderabad,1582,28.651952,77.231495,Delhi,17.384052,78.456355,Telangana,4.1,02-Apr,Lumbini Park,Park,Evening
Delhi,Hyderabad,1582,28.651952,77.231495,Delhi,17.384052,78.456355,Telangana,4.1,02-Apr,Inorbit Mall Cyberabad,Mall,All
Goa,Hyderabad,674,15.299326,74.123996,Goa,17.384052,78.456355,Telangana,4.1,02-Apr,Charminar,Landmark,Morning
Goa,Hyderabad,674,15.299326,74.123996,Goa,17.384052,78.456355,Telangana,4.1,02-Apr,Golconda Fort,Fort,Morning
Goa,Hyderabad,674,15.299326,74.123996,Goa,17.384052,78.456355,Telangana,4.1,02-Apr,Hussain Sagar Lake,Lake,Evening
Goa,Hyderabad,674,15.299326,74.123996,Goa,17.384052,78.456355,Telangana,4.1,02-Apr,Ramoji Film City,Film Studio,All
Goa,Hyderabad,674,15.299326,74.123996,Goa,17.384052,78.456355,Telangana,4.1,02-Apr,Salar Jung Museum,Museum,All
Goa,Hyderabad,674,15.299326,74.123996,Goa,17.384052,78.456355,Telangana,4.1,02-Apr,Qutb Shahi Tombs,Tombs,Morning
Goa,Hyderabad,674,15.299326,74.123996,Goa,17.384052,78.456355,Telangana,4.1,02-Apr,Birla Mandir,Temple,All
Goa,Hyderabad,674,15.299326,74.123996,Goa,17.384052,78.456355,Telangana,4.1,02-Apr,Chowmahalla Palace,Palace,Morning
Goa,Hyderabad,674,15.299326,74.123996,Goa,17.384052,78.456355,Telangana,4.1,02-Apr,Nehru Zoological Park,Zoo,Morning
Goa,Hyderabad,674,15.299326,74.123996,Goa,17.384052,78.456355,Telangana,4.1,02-Apr,Lumbini Park,Park,Evening
Goa,Hyderabad,674,15.299326,74.123996,Goa,17.384052,78.456355,Telangana,4.1,02-Apr,Inorbit Mall Cyberabad,Mall,All
Goa,Kochi,755,15.299326,74.123996,Goa,9.947743,76.253802,Kerala,4.2,01-Feb,Fort Kochi,Site,All
Goa,Kochi,755,15.299326,74.123996,Goa,9.947743,76.253802,Kerala,4.2,01-Feb,Kerala Folklore Museum,Cultural,All
Goa,Kochi,755,15.299326,74.123996,Goa,9.947743,76.253802,Kerala,4.2,01-Feb,Wonderla Amusement Park,Amusement Park,All
Goa,Kochi,755,15.299326,74.123996,Goa,9.947743,76.253802,Kerala,4.2,01-Feb,LuLu International Shopping Mall,Mall,All
Goa,Mumbai,585,15.299326,74.123996,Goa,18.987807,72.836447,Maharashtra,4.2,03-May,Marine Drive,Promenade,Evening
Goa,Mumbai,585,15.299326,74.123996,Goa,18.987807,72.836447,Maharashtra,4.2,03-May,Gateway of India,Monument,All
Goa,Mumbai,585,15.299326,74.123996,Goa,18.987807,72.836447,Maharashtra,4.2,03-May,Chhatrapati Shivaji Maharaj Vastu Sangrahalaya,Museum,All
Goa,Mumbai,585,15.299326,74.123996,Goa,18.987807,72.836447,Maharashtra,4.2,03-May,Sanjay Gandhi National Park,National Park,All
Goa,Mumbai,585,15.299326,74.123996,Goa,18.987807,72.836447,Maharashtra,4.2,03-May,Siddhivinayak Temple,Temple,All
Goa,Mumbai,585,15.299326,74.123996,Goa,18.987807,72.836447,Maharashtra,4.2,03-May,Mahalaxmi Temple,Temple,All
